I_D,FLAG_TSUNAMI,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,FOCAL_DEPTH,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,EQ_MAG_ML,EQ_MAG_MFA,EQ_MAG_UNK,INTENSITY,COUNTRY,STATE,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
5735,Tsu,2003,11,17,6,43,6.8,33,7.8,7.8,7.2,6.2,,,,,USA,AK,ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS,51.146,178.65,150,,,,,,,,,,,,,,,,,,,,,,,,
7404,Tsu,2003,12,27,4,55,25.4,10,6.1,6.1,5.9,5.9,,,,,NEW CALEDONIA,,NEW CALEDONIA:  LOYALTY ISLANDS,-22.107,169.35,170,,,,,,,,,,,,,,,,,,,,,,,,
6611,Tsu,2004,1,28,22,15,30.7,17,6.7,6.7,6.5,6,,,,,INDONESIA,,INDONESIA:  SERAM,-3.12,127.4,170,,,,,,,,,,,,,,,,,,,,,,,,
5760,Tsu,2004,2,11,8,15,3.8,27,5.3,5.3,4.8,5.1,,,,,JORDAN,,"JORDAN:  MA'IN; ISRAEL:  JERUSALEM, PETAH-TIQWA",31.675,35.551,140,,,,,4,1,,2,,,,2,,,,,4,1,,2,,,,2
5798,Tsu,2004,9,5,10,7,7.8,14,7.2,7.2,7,6.7,,,,,JAPAN,,JAPAN:  HONSHU:  W COAST: KYOTO,33.07,136.618,30,,,,,4,1,,1,,,,,,,,,4,1,,1,,,,
5799,Tsu,2004,9,5,14,57,18.6,10,7.4,7.4,7.1,6.2,,,,,JAPAN,,"JAPAN:  HONSHU:  W COAST: KYOTO, WAKAYAMA, SAKAI",33.184,137.071,30,,,,,40,1,,1,,,,,,,,,40,1,,1,,,,
7403,Tsu,2004,11,2,10,2,12.8,10,6.6,6.6,6.4,5.8,,,,,CANADA,BC,CANADA:  VANCOUVER ISLAND,49.277,-128.772,150,,,,,,,,,,,,,,,,,,,,,,,,
5810,Tsu,2004,11,11,21,26,41.1,10,7.5,7.5,7.3,6.5,,,,,INDONESIA,,INDONESIA:  KEPULAUAN ALOR,-8.152,124.868,170,34,1,,,400,3,,3,781,3,16712,4,34,1,,,400,3,,3,781,3,16712,4
5813,Tsu,2004,11,21,11,41,7.7,14,6.3,6.3,6.1,6.3,,,,,GUADELOUPE,,"GUADELOUPE:  BASSE-TERRE, LES SAINTES",15.679,-61.706,90,1,1,,,12,1,,2,,3,,,1,1,,,12,1,,2,,3,,
5815,Tsu,2004,11,22,20,26,23.9,10,7.1,7.1,7.1,6.4,,,,,NEW ZEALAND,,"NEW ZEALAND:  INVERCARGILL, SOUTHLAND, OTAGO",-46.676,164.721,170,,,,,,,,1,,,,,,,,,,,,1,,,,
5818,Tsu,2004,11,28,18,32,14.1,39,7,7,6.7,6.4,,,,,JAPAN,,"JAPAN:  HOKKAIDO:  BEKKAI, KUSHIRO, NEMOURO",43.006,145.119,30,,,,,24,1,,1,,,,1,,,,,24,1,,1,,,,1
5835,Tsu,2004,12,23,14,59,4.4,10,8.1,8.1,7.7,6.5,,,,,AUSTRALIA,TAS,AUSTRALIA:  MACQUARIE ISLAND,-49.312,161.345,170,,,,,,,,,,,,,,,,,,,,,,,,
5823,Tsu,2004,12,26,0,58,53.4,30,9.1,9.1,8.8,7,,,,,INDONESIA,,INDONESIA:  SUMATRA:  ACEH:  OFF WEST COAST,3.316,95.854,170,1001,4,,,,3,10000,4,,3,,3,227899,4,,,,3,10000,4,,3,,
6640,Tsu,2005,1,19,6,11,36.4,28,6.6,6.6,6.4,5.8,,,,,JAPAN,,JAPAN:  EAST COAST HONSHU,34.064,141.491,30,,,,,,,,,,,,,,,,,,,,,,,,
9112,Tsu,2005,2,14,18,5,59.3,12,5.8,5.8,5.5,5.6,,,,,GUADELOUPE,,GUADELOUPE,15.775,-61.744,90,,,,,,,,,,,,,,,,,,,,,,,,
6657,Tsu,2005,3,28,16,9,36.5,30,8.6,8.6,8.4,7.2,,,,,INDONESIA,,INDONESIA:  SUMATERA:  SW,2.085,97.108,170,1303,4,,,340,3,,4,300,3,300,3,1313,4,,,340,3,,4,300,3,,
6659,Tsu,2005,4,10,10,29,11.2,19,6.7,6.7,6.7,6.4,,,,5,INDONESIA,,INDONESIA:  PADANG,-1.644,99.607,60,,,,,,,,,,,,,,,,,,,,,,,,
6738,Tsu,2005,6,15,2,50,53.1,10,7.2,7.2,7.1,6.2,,,,4,USA,CA,CALIFORNIA:  OFF COAST NORTHERN,41.301,-125.97,150,,,,,,,,,,,,,,,,,,,,,,,,
6739,Tsu,2005,8,16,2,46,28.4,36,7.2,7.2,6.8,6.5,,,,,JAPAN,,JAPAN:  EAST COAST HONSHU,38.276,142.039,30,,,,,56,2,,1,1,1,,,,,,,56,2,,1,1,1,,
6827,Tsu,2005,11,14,21,38,51.4,11,7,7,6.8,6.7,,,,,JAPAN,,JAPAN:  EAST COAST HONSHU,38.107,144.896,30,,,,,,,,,,,,,,,,,,,,,,,,
7230,Tsu,2006,3,14,6,57,33.8,30,6.7,6.7,6.7,6.4,,,,,INDONESIA,,INDONESIA:  SERAM,-3.595,127.214,170,,,,,,,,2,241,3,,,4,1,,,,,,2,241,3,,
7078,Tsu,2006,5,3,15,26,40.2,55,7.9,7.9,7.8,7.2,,,,7,TONGA,,TONGA ISLANDS,-20.187,-174.123,170,,,,,1,1,,1,,,,,,,,,1,1,,1,,,,
7181,Tsu,2006,7,17,8,19,25,34,7.7,7.7,7.2,6.1,,,,,INDONESIA,,INDONESIA:  JAVA,-9.254,107.411,170,,,,,,,,,,,,,802,3,,,498,3,55,4,1623,4,,
7369,Tsu,2006,9,28,6,22,9.7,28,6.9,6.9,6.6,6.5,,,,4,SAMOA,,SAMOA ISLANDS,-16.592,-172.033,170,,,,,,,,,,,,,,,,,,,,,,,,
7368,Tsu,2006,10,15,17,7,49.2,39,6.7,6.7,6.6,6.2,,,,8,USA,HI,HAWAIIAN ISLANDS,19.878,-155.935,150,,,,,,3,73,4,,,,,,,,,,3,73,4,,,,
7406,Tsu,2006,11,15,11,14,13.5,10,8.3,8.3,7.8,6.5,,,,,RUSSIA,,RUSSIA:  KURIL ISLANDS,46.592,153.266,50,,,,,,,,,,,,,,,,,1,1,,2,,,,
7413,Tsu,2006,12,26,12,26,21.1,10,7,7,7.3,6.4,,,,,TAIWAN,,TAIWAN:  PINGTUNG,21.799,120.547,30,2,1,,,40,1,,1,,2,,,2,1,,,40,1,,1,,2,,
7415,Tsu,2007,1,13,4,23,21.1,10,8.1,8.1,8.2,7.3,,,,,RUSSIA,,RUSSIA:  KURIL ISLANDS,46.243,154.524,50,,,,,,,,,,,,,,,,,,,,,,,,
7459,Tsu,2007,3,25,0,40,1.6,34,7.1,7.1,7,6.5,,,,,VANUATU,,VANUATU ISLANDS,-20.617,169.357,170,,,,,,,,,,,,,,,,,,,,,,,,
7448,Tsu,2007,3,25,0,41,57.8,8,6.7,6.7,6.8,6.1,,,,,JAPAN,,JAPAN:  HONSHU:  W COAST,37.336,136.588,30,1,1,,,150,3,,3,58,2,455,3,1,1,,,150,3,,3,58,2,455,3
7457,Tsu,2007,4,1,20,39,56.3,24,8.1,8.1,7.9,6.8,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-8.466,157.043,170,54,2,,,,,,3,300,3,500,3,54,2,,,,,,3,2500,4,500,3
7465,Tsu,2007,4,21,17,53,46.3,37,6.2,6.2,6.3,6.1,,,,,CHILE,,CHILE:  SOUTHERN,-45.243,-72.648,160,,,,,,,,1,,,2,1,10,1,,,,,,1,,,2,1
7521,Tsu,2007,7,16,1,13,22,10,6.6,6.6,,,,,,,JAPAN,,JAPAN:  HONSHU:  W COAST,37.57,138.478,30,9,1,,,1088,4,12500,4,,,875,3,9,1,,,1088,4,12500,4,,,875,3
7531,Tsu,2007,8,2,2,37,42.3,5,6.2,6.2,6.2,5.3,,,,,RUSSIA,,RUSSIA:  TATAR STRAIT,47.116,141.798,50,2,1,,,12,1,,1,11,1,20,1,2,1,,,12,1,,1,11,2,20,1
7532,Tsu,2007,8,2,3,21,42.8,21,6.7,6.7,6.6,6.3,,,,,USA,AK,ALASKA:  ALEUTIAN ISLANDS,51.307,-179.971,150,,,,,,,,,,,,,,,,,,,,,,,,
7537,Tsu,2007,8,15,23,40,57.8,39,8,8,7.9,6.7,,,,8,PERU,,"PERU:  ICA, PISCO, LIMA",-13.386,-76.603,160,514,3,,,1090,4,,4,39700,4,,,514,3,,,1090,4,,4,39700,4,,
8136,Tsu,2007,9,2,1,5,18.1,35,7.2,7.2,7.3,5.9,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-11.61,165.762,170,,,,,,,,,,,,,,,,,,,,,,,,
7574,Tsu,2007,9,12,11,10,26.8,34,8.4,8.4,8.5,6.9,,,,,INDONESIA,,INDONESIA:  SUMATRA,-4.438,101.367,60,25,1,,,161,3,,3,56425,4,56425,4,25,1,,,161,3,,3,56425,4,,
7594,Tsu,2007,9,30,5,23,34,10,7.4,7.4,,,,,,,NEW ZEALAND,,NEW ZEALAND:  AUCKLAND ISLANDS,-49.418,163.954,170,,,,,,,,,,,,,,,,,,,,,,,,
7634,Tsu,2007,11,14,15,40,50.5,40,7.7,7.7,7.4,6.7,,,,8,CHILE,,"CHILE:  TOCOPILLA, MARIA ELENA",-22.247,-69.89,160,2,1,,,65,2,,3,,4,,,2,1,,,65,2,,3,,4,,
7675,Tsu,2007,11,29,19,0,20.4,156,7.4,7.4,,6.9,,,,,MARTINIQUE,,MARTINIQUE,14.944,-61.274,90,1,1,,,102,3,,1,,,,,1,1,,,102,3,,1,,,,
7694,Tsu,2007,12,9,7,28,20.8,153,7.8,7.8,,7,,,,,KERMADEC ISLANDS (NEW ZEALAND),,KERMADEC ISLANDS,-25.996,-177.514,170,,,,,,,,,,,,,,,,,,,,,,,,
7743,Tsu,2008,2,25,8,36,33,25,6.5,6.5,6.6,6.4,,,,,INDONESIA,,INDONESIA:  SUMATRA:  PADANG,-2.486,99.972,60,,,,,,,,1,,,,2,,,,,,,,1,,,,2
7800,Tsu,2008,4,9,12,46,12.7,33,7.3,7.3,7.3,6.3,,,,,NEW CALEDONIA,,NEW CALEDONIA: LOYALTY ISLANDS,-20.071,168.892,170,,,,,,,,,,,,,,,,,,,,,,,,
8138,Tsu,2008,4,28,18,33,34.2,32,6.4,6.4,6.2,6.2,,,,,VANUATU,,VANUATU ISLANDS,-19.941,168.953,170,,,,,,,,,,,,,,,,,,,,,,,,
7843,Tsu,2008,5,12,6,28,1.5,19,7.9,7.9,8.1,6.9,,,,9,CHINA,,CHINA:  SICHUAN PROVINCE,31.002,103.322,30,87652,4,,,374171,4,86000,4,5360000,4,5360000,4,87652,4,,,374171,4,86000,4,5360000,4,21000000,4
7971,Tsu,2008,7,19,2,39,28.7,22,6.9,6.9,7,6.2,,,,,JAPAN,,JAPAN:  OFF EAST COAST OF HONSHU ISLAND,37.552,142.214,30,,,,,,,,,,,,,,,,,,,,,,,,
10114,Tsu,2008,8,26,8,7,8.5,10,5,,,5,,,,,ATLANTIC OCEAN,,ATLANTIC OCEAN:  SOUTH,-52.533,26.417,70,,,,,,,,,,,,,,,,,,,,,,,,
8134,Tsu,2008,9,11,0,20,50.9,25,6.8,6.8,7,6.1,,,,,JAPAN,,JAPAN:  HOKKAIDO,41.892,143.754,30,,,,,,,,,,,,,,,,,,,,,,,,
8191,Tsu,2008,11,16,17,2,32.7,30,7.3,7.3,7,6.5,,,,,INDONESIA,,INDONESIA:  MINAHASSA PENINSULA,1.271,122.091,170,6,1,,,77,2,,3,,,1000,3,6,1,,,77,2,,3,,,1000,3
8204,Tsu,2009,1,3,19,43,50.6,17,7.6,7.6,7.5,6.6,,,,,INDONESIA,,PAPUA NEW GUINEA:  NEAR NORTH COAST,-0.414,132.885,170,5,1,,,250,3,,3,,,840,3,5,1,,,250,3,,3,,,840,3
8211,Tsu,2009,1,3,22,33,40.2,23,7.3,7.3,7.4,6.7,,,,,INDONESIA,,PAPUA NEW GUINEA:  NEAR NORTH COAST,-0.691,133.305,170,,,,,,,,,,,,,,,,,,,,,,,,
8250,Tsu,2009,1,15,17,49,39,36,7.4,7.4,7.5,6.9,,,,,RUSSIA,,RUSSIA:  KURIL ISLANDS,46.857,155.154,50,,,,,,,,,,,,,,,,,,,,,,,,
8251,Tsu,2009,2,11,17,34,50.8,22,7.2,7.2,7.2,6.6,,,,,INDONESIA,,INDONESIA:  KEPULAUAN TALAUD,3.884,126.397,170,,,,,64,2,,2,,,597,3,,,,,64,2,,2,,,597,3
8259,Tsu,2009,3,19,18,17,40.9,34,7.6,7.6,7.6,7,,,,,TONGA,,TONGA ISLANDS,-23.046,-174.659,170,,,,,,,,,,,,,,,,,,,,,,,,
8297,Tsu,2009,5,28,8,24,45,10,7.3,7.3,7.2,6.7,,,,,HONDURAS,,HONDURAS:  NORTHERN; BELIZE,16.72,-86.236,90,7,1,,,40,1,,2,135,3,25,1,7,1,,,40,1,,2,135,3,25,1
8357,Tsu,2009,7,15,9,22,29,12,7.8,7.8,7.7,6.5,7.3,,,,NEW ZEALAND,,NEW ZEALAND:  OFF WEST COAST OF SOUTH ISLAND,-45.762,166.562,170,,,,,,,,1,,,,,,,,,,,,1,,,,
8378,Tsu,2009,8,10,19,55,35.6,5,7.5,7.5,7.6,6.9,,,,,INDIA,,INDIA:  ANDAMAN I,14.099,92.888,60,,,,,,,,,,,,,,,,,,,,,,,,
8377,Tsu,2009,8,10,20,7,9.1,40,6.4,6.4,,6.1,,,,,JAPAN,,JAPAN:  HONSHU:  S COAST,34.743,138.264,30,1,1,,,123,3,,3,,,5192,4,1,1,,,123,3,,3,,,5192,4
8472,Tsu,2009,8,16,7,38,21.7,20,6.7,6.7,6.7,6.5,,,,,INDONESIA,,INDONESIA:  SUMATRA:  PADANG,-1.479,99.49,60,,,,,9,1,,,,,,,,,,,9,1,,,,,,
8408,Tsu,2009,9,29,17,48,10.9,18,8.1,8.1,8.1,7.1,,,,,SAMOA,,SAMOA ISLANDS,-15.489,-172.095,170,,,,,,,,,,,,,192,3,,,7,1,285,4,,,,
8409,Tsu,2009,9,30,10,16,9.2,81,7.5,7.5,,7.1,,,,,INDONESIA,,INDONESIA:  SUMATRA:  PADANG,-0.72,99.867,60,1117,4,,,1214,4,2200,4,,3,181665,4,1117,4,,,1214,4,2200,4,,3,181665,4
8410,Tsu,2009,10,7,22,3,14.4,45,7.6,7.6,7.3,6.4,,,,,VANUATU,,VANUATU ISLANDS,-13.006,166.51,170,,,,,,,,,,,,,,,,,,,,,,,,
8672,Tsu,2010,1,3,21,48,5.3,26,6.6,6.6,6.4,6,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-8.743,157.477,170,,,,,,,,,,,,,,,,,,,,,,,,
8673,Tsu,2010,1,3,22,36,27.9,25,7.1,7.1,7.1,6.4,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-8.799,157.346,170,,,,,,,,1,16,1,60,2,,,,,,,,1,16,1,60,2
8692,Tsu,2010,1,5,12,15,32.2,15,6.8,6.8,6.7,6.2,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.019,157.551,170,,,,,,,,,,,,,,,,,,,,,,,,
8732,Tsu,2010,1,12,21,53,10,13,7,7,7.3,6.8,,,,,HAITI,,HAITI:  PORT-AU-PRINCE,18.457,-72.533,90,316000,4,,,30000,4,8000,4,97294,4,188383,4,316000,4,,,300000,4,8000,4,97294,4,188383,4
9032,Tsu,2010,2,26,20,31,26.9,25,7,7,7,6,,,,,JAPAN,,"JAPAN:  TORI SHIMA, OKINAWA",25.93,128.425,30,,,,,2,1,,1,,,,,,,,,2,1,,1,,,,
8872,Tsu,2010,2,27,6,34,11.5,23,8.8,8.8,8.5,7.2,,,,9,CHILE,,"CHILE:  MAULE, CONCEPCION, TALCAHUANO",-36.122,-72.898,160,402,3,,,12000,4,30000,4,,,500000,4,558,3,,,12000,4,30000,4,,,500000,4
8912,Tsu,2010,3,11,14,39,43.9,11,6.9,6.9,7,6.7,,,,,CHILE,,CHILE:  RANCAGUA,-34.29,-71.891,160,,,,,,,,1,,,,,,,,,,,,1,,,,
8973,Tsu,2010,4,6,22,15,1.5,31,7.8,7.8,7.9,7,,,,,INDONESIA,,INDONESIA:  SUMATRA,2.383,97.048,60,,,,,,,,,,,,,,,,,,,,,,,,
9172,Tsu,2010,5,29,11,46,50.3,10,4.4,,,4.4,,,,,USA TERRITORY,MP,"ANATAHAN REGION, N. MARIANA ISLANDS",16.591,145.682,170,,,,,,,,,,,,,,,,,,,,,,,,
9252,Tsu,2010,6,12,19,26,50.4,35,7.5,7.5,7.5,7,,,,6,INDIA,,INDIA:  LITTLE NICOBAR ISLAND,7.881,91.936,60,,,,,,,,,,,,,,,,,,,,,,,,
9452,Tsu,2010,8,10,5,23,44.9,25,7.2,7.2,7.3,6.4,,,,7,VANUATU,,VANUATU ISLANDS,-17.541,168.069,170,,,,,,,,,,,,,,,,,,,,,,,,
9612,Tsu,2010,8,13,21,19,33,10,6.9,6.9,6.9,6.5,,,,,USA TERRITORY,GU,"GUAM, NORTHERN MARIANA ISLANDS",12.484,141.476,170,,,,,,,,,,,,,,,,,,,,,,,,
9592,Tsu,2010,10,25,14,42,22,20,7.8,7.8,7.3,6.5,,,,,INDONESIA,,INDONESIA:  SUMATRA,-3.487,100.082,60,,,,,,,,,,,,,431,3,,,,,39,4,700,3,,
9759,Tsu,2010,12,21,17,19,40.6,14,7.4,7.4,7.5,7,,,,,JAPAN,,JAPAN:  BONIN ISLANDS,26.901,143.698,30,,,,,,,,,,,,,,,,,,,,,,,,
9761,Tsu,2010,12,25,13,16,37,16,7.3,7.3,7.4,6.8,,,,,VANUATU,,VANUATU ISLANDS,-19.702,167.947,170,,,,,,,,,,,,,,,,,,,,,,,,
9811,Tsu,2011,1,9,10,3,44.2,24,6.5,6.5,6.4,6.1,,,,,VANUATU,,VANUATU ISLANDS,-19.157,168.311,170,,,,,,,,,,,,,,,,,,,,,,,,
9776,Tsu,2011,2,11,20,5,30.7,28,6.8,6.8,,6,,,,,CHILE,,CHILE:  OFF COAST CENTRAL,-36.474,-73.125,160,,,,,,,,,,,,,,,,,,,,,,,,
9797,Tsu,2011,3,9,2,45,20.3,32,7.5,7.5,7.3,6.4,,,,,JAPAN,,JAPAN:  HONSHU:  E COAST,38.435,142.842,30,,,,,,,,,,,,,,,,,,,,,,,,
9799,Tsu,2011,3,11,5,46,24.1,30,9.1,9.1,8.3,7.2,,,,,JAPAN,,JAPAN:  HONSHU,38.297,142.372,30,1476,4,,,6152,4,220000,4,127511,4,273796,4,18453,4,,,6152,4,220085.456,4,127511,4,273796,4
9804,Tsu,2011,4,7,14,32,43.2,42,7.1,7.1,7,6.9,,,,,JAPAN,,JAPAN: NEAR E COAST HONSHU,38.276,141.588,30,3,1,,,132,3,,1,,,,,3,1,,,132,3,,1,,,,
9824,Tsu,2011,6,24,3,9,39.4,52,7.3,7.3,,6.9,6.7,,,,USA,,ALASKA: ALEUTIAN ISLANDS: FOX ISLANDS,52.05,-171.836,150,,,,,,,,,,,,,,,,,,,,,,,,
9822,Tsu,2011,7,6,19,3,18.2,17,7.6,7.6,7.8,7,,,,,KERMADEC ISLANDS (NEW ZEALAND),,NEW ZEALAND: KERMADEC ISLANDS,-29.539,-176.34,170,,,,,,,,,,,,,,,,,,,,,,,,
9823,Tsu,2011,7,10,0,57,10.8,23,7,7,7,6.6,,,,,JAPAN,,JAPAN:  HONSHU:  E COAST,38.034,143.264,30,,,,,,,,,,,,,,,,,,,,,,,,
9838,Tsu,2011,8,20,16,55,2.8,32,7.1,7.1,7.1,6.2,,,,,VANUATU,,VANUATU ISLANDS,-18.365,168.143,170,,,,,,,,,,,,,,,,,,,,,,,,
9837,Tsu,2011,8,20,18,19,23.5,28,7,7,7.1,6.4,,,,,VANUATU,,VANUATU ISLANDS,-18.311,168.218,170,,,,,,,,,,,,,,,,,,,,,,,,
9839,Tsu,2011,9,2,10,55,53.5,32,6.8,6.8,6.9,6.5,,,,,USA,AK,ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,52.171,-171.708,150,,,,,,,,,,,,,,,,,,,,,,,,
9846,Tsu,2011,10,21,17,57,16.1,33,7.4,7.4,7.5,6.4,,,,,KERMADEC ISLANDS (NEW ZEALAND),,KERMADEC ISLANDS,-28.993,-176.238,170,,,,,,,,,,,,,,,,,,,,,,,,
9871,Tsu,2012,2,2,13,34,40.6,23,7,7,6.9,6.5,,,,,VANUATU,,VANUATU ISLANDS,-17.827,167.133,170,,,,,,,,,,,,,,,,,,,,,,,,
9878,Tsu,2012,3,14,9,8,35.1,12,6.9,6.9,6.9,6.7,,,,,JAPAN,,JAPAN:  HOKKAIDO,40.887,144.944,30,,,,,,,,,,,,,,,,,,,,,,,,
9876,Tsu,2012,3,20,18,2,47.4,20,7.4,7.4,7.6,6.6,,,,8,MEXICO,,"MEXICO:  GUERRERO, OAXACA",16.493,-98.231,150,2,1,,,13,1,,3,800,3,,,2,1,,,13,1,,3,800,3,,
9879,Tsu,2012,4,11,8,38,36.7,20,8.6,8.6,8.5,7.4,,,,,INDONESIA,,INDONESIA:  N SUMATRA:  OFF WEST COAST,2.327,93.063,60,10,1,,,12,1,,1,,,,2,10,1,,,12,1,,1,,,,2
9880,Tsu,2012,4,11,10,43,10.8,25,8.2,8.2,,7.2,,,,,INDONESIA,,INDONESIA:  N SUMATRA:  OFF WEST COAST,0.802,92.463,60,,,,,,,,,,,,,,,,,,,,,,,,
9885,Tsu,2012,4,14,22,5,26.4,11,6.3,6.3,6.2,6,,,,,VANUATU,,VANUATU ISLANDS,-18.972,168.741,170,,,,,,,,,,,,,,,,,,,,,,,,
9934,Tsu,2012,8,27,4,37,19.4,28,7.3,7.3,,,,,,,NICARAGUA,,NICARAGUA:  OFF THE COAST,12.139,-88.59,100,,,,,,,,,,,,,,,,,,,,,,,,
9935,Tsu,2012,8,31,12,47,33.3,28,7.6,7.6,7.6,7.2,,,,,PHILIPPINES,,"PHILIPPINES:  CAGAYAN DE ORO, TACLOBAN",10.811,126.638,170,1,1,,,1,1,0.3,1,,1,,,1,1,,,1,1,0.3,1,,1,,
9936,Tsu,2012,9,5,14,42,7.8,35,7.6,7.6,7.7,6.8,,,,,COSTA RICA,,COSTA RICA:  NICOYA,10.085,-85.315,100,2,1,,,20,1,,1,,2,,,2,1,,,20,1,,1,,2,,
9941,Tsu,2012,10,28,3,4,8.9,14,7.7,7.7,7.5,6.5,,,,,CANADA,,CANADA:  QUEEN CHARLOTTE ISLANDS,52.788,-132.101,150,,,,,,,,1,,,,1,1,1,,,,,,1,,,,1
9942,Tsu,2012,11,7,16,35,46.9,24,7.3,7.3,7.4,6.6,,,,,GUATEMALA,,"GUATEMALA:  SAN MARCOS, SAN CRISTOBAL COCHU",13.988,-91.895,100,48,2,,,155,3,,3,2769,4,7561,4,48,2,,,155,3,,3,2769,4,7561,4
9946,Tsu,2012,12,7,8,18,23.1,31,7.2,7.2,7.3,7.2,,,,,JAPAN,,JAPAN:  HONSHU:  MIYAGI PREFECTURE,37.89,143.949,30,,,,,11,1,,,,,,,,,,,11,1,,,,,,
9953,Tsu,2013,1,5,8,58,19.3,10,7.5,7.5,7.7,6.4,,,,,USA,AK,ALASKA:  SOUTHEASTERN,55.393,-134.652,150,,,,,,,,,,,,,,,,,,,,1,,,,
9958,Tsu,2013,2,6,1,12,25.8,24,7.9,7.9,7.4,6.4,,,,8,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-10.799,165.114,170,,,,,,,,,,,,,10,1,,,15,1,,2,588,3,478,3
9963,Tsu,2013,2,8,15,26,38.4,21,7,7,6.9,6.4,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-10.928,166.018,170,,,,,,,,,,,,,,,,,,,,,,,,
9977,Tsu,2013,4,19,3,5,52.6,110,7.2,7.2,,7.1,,,,,RUSSIA,,RUSSIA:  KURIL ISLANDS,46.221,150.788,50,,,,,,,,,,,,,,,,,,,,,,,,
10021,Tsu,2013,7,21,5,9,31.4,17,6.5,6.5,6.7,6.1,,,,,NEW ZEALAND,,NEW ZEALAND:  COOK STRAIT,-41.704,174.337,170,,,,,5,1,,1,,,35,1,,,,,5,1,,1,,,35,1
10039,Tsu,2013,9,24,11,29,47,15,7.7,7.7,,,,,,,PAKISTAN,,"PAKISTAN:  AWARAN, KECH",26.971,65.52,60,386,3,,,816,3,,4,32638,4,14118,4,386,3,,,816,3,,4,32638,4,14118,4
10052,Tsu,2013,10,25,17,10,18,26,7.1,7.1,,,,,,,JAPAN,,JAPAN:  HONSHU:  E COAST,37.149,144.679,30,,,,,1,1,,,,,,,,,,,1,1,,,,,,
10075,Tsu,2014,3,16,21,16,30,20,6.7,6.7,,,,,,,CHILE,,CHILE:  IQUIQUE,-19.925,-70.628,160,,,,,,,,1,,,,,,,,,,,,1,,,,
10079,Tsu,2014,4,1,23,46,46,20,8.2,8.2,,,,,,,CHILE,,"CHILE:  NORTHERN:  IQUIQUE, ALTO HOSPICIO",-19.642,-70.817,160,7,1,,,,,,3,,,2500,4,7,1,,,,,,3,,,2500,4
10080,Tsu,2014,4,3,2,43,17,40,7.6,7.6,,,,,,,CHILE,,CHILE:  NORTHERN:  IQUIQUE,-20.4,-70.135,160,,,,,,,,,,,,,,,,,,,,,,,,
10084,Tsu,2014,4,12,20,14,39,29,7.6,7.6,,,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-11.315,162.211,170,,,,,,,,,,,,,,,,,,,,,,,,
10085,Tsu,2014,4,13,12,36,18,35,7.4,7.4,,,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-11.451,162.069,170,,,,,,,,,,,,,,,,,,,,,,,,
10091,Tsu,2014,4,19,13,27,59,31,7.5,7.5,,,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  SOLOMON SEA,-6.72,154.931,170,,,,,,,,,,,,,,,,,,,,,,,,
10101,Tsu,2014,6,23,19,19,16,20,6.9,6.9,,,,,,,NEW ZEALAND,,NEW ZEALAND:  SSE OF RAOUL ISLAND,-30.118,-177.67,170,,,,,,,,,,,,,,,,,,,,,,,,
10100,Tsu,2014,6,23,20,53,10,108,7.9,7.9,,,,,,,USA,AK,ALASKA:  ALEUTIAN ISLANDS,51.797,178.76,150,,,,,,,,,,,,,,,,,,,,,,,,
10105,Tsu,2014,7,11,19,21,59,11,6.5,6.5,,,,,,,JAPAN,,JAPAN:  SANRIKU,37.04,142.425,30,,,,,3,1,,,,,,,,,,,3,1,,,,,,
