I_D,TSEVENT_ID,YEAR,LATITUDE,LONGITUDE
15194,2219,1993,35.583,134.317
15195,2219,1993,36.783,137.067
15196,2219,1993,36.767,137.233
15197,2219,1993,36.767,137.117
15198,2219,1993,38.567,139.55
15199,2219,1993,38.917,139.817
15200,2219,1993,33.917,130.933
6105,2219,1993,36.03,129.38
6106,2219,1993,35.099358,129.035408
6113,2219,1993,37.5,130.85
6114,2219,1993,35.53,129.35
15076,2219,1993,39.867,139.85
15077,2219,1993,40.217,140
15078,2219,1993,39.933,139.7
15080,2219,1993,40.9,140.867
15081,2219,1993,40.65,139.933
15082,2219,1993,40.533,141.533
15083,2219,1993,40.933,141.4
15085,2219,1993,41.25,141.383
15086,2219,1993,36.217,136.133
15087,2219,1993,36.25,136.15
6069,2219,1993,42.07,139.47
15079,2219,1993,40.833,140.767
11356,2219,1993,42.103,139.423
15088,2219,1993,35.65,136.25
15089,2219,1993,33.617,130.4
15090,2219,1993,33.95,130.967
15091,2219,1993,44.017,144.283
15092,2219,1993,42.5,139.85
15093,2219,1993,42.068,140.053
15094,2219,1993,42.741,140.119
15095,2219,1993,42.536,139.835
15096,2219,1993,42.672,139.893
15097,2219,1993,41.867,140.133
15098,2219,1993,42.001,140.101
15099,2219,1993,41.95,140.134
15100,2219,1993,44.367,141.7
15101,2219,1993,41.7187,140.7247
15102,2219,1993,42.683,139.983
15103,2219,1993,43.367,140.483
15104,2219,1993,43.217,141.317
15105,2219,1993,42.983,140.5
15106,2219,1993,42.067,139.433
15107,2219,1993,41.801,140.069
15108,2219,1993,43.133,140.433
15109,2219,1993,42.383,139.819
15110,2219,1993,41.753,140.068
15111,2219,1993,41.517,140.001
15112,2219,1993,41.517,140.001
15113,2219,1993,42.747,140.145
15114,2219,1993,42.218,139.838
15115,2219,1993,42.133,140.983
15135,2219,1993,42.683,139.885
15116,2219,1993,45.183,141.15
15117,2219,1993,43.85,141.533
15118,2219,1993,41.417,140.1
15119,2219,1993,44.35,143.367
15120,2219,1993,42.1,140.6
15122,2219,1993,42.134,139.918
15123,2219,1993,42.708,140.07
15124,2219,1993,41.853,140.133
15125,2219,1993,44.15,141.667
15126,2219,1993,41.801,140.069
15127,2219,1993,41.402,140.168
15128,2219,1993,45.25,141.223
15129,2219,1993,43.2,140.867
15130,2219,1993,43.167,141.033
15131,2219,1993,41.953,140.133
15132,2219,1993,41.967,140.133
15133,2219,1993,43.95,141.633
15134,2219,1993,41.986,140.118
11355,2219,1993,42.234,139.551
11360,2219,1993,40.3,140.1
27583,2219,1993,38.27055556,128.5602778
27584,2219,1993,38.22333333,128.5902778
27585,2219,1993,38.20388889,128.5972222
27586,2219,1993,38.1725,128.61
27587,2219,1993,38.08833333,128.6658333
27588,2219,1993,38.09166667,128.6527778
27589,2219,1993,38.00638889,128.7333333
27590,2219,1993,37.94138889,128.7883333
27582,2219,1993,38.44555556,128.4613889
27591,2219,1993,37.88333333,128.825
27592,2219,1993,37.835,128.8791667
27593,2219,1993,37.79388889,128.9194444
27594,2219,1993,37.68194444,129.0461111
27595,2219,1993,37.64972222,129.0525
27596,2219,1993,37.57916667,129.5
27597,2219,1993,37.54722222,129.1183333
27598,2219,1993,37.49,129.1444444
27599,2219,1993,37.47222222,129.1652778
27600,2219,1993,37.46666667,129.1694444
27601,2219,1993,37.43611111,129.2
27602,2219,1993,37.43333333,129.2
27603,2219,1993,37.28333333,129.3083333
27604,2219,1993,37.29166667,129.3111111
27607,2219,1993,37.1,129.3755556
27608,2219,1993,37.05,129.4277778
27618,2219,1993,41.8,129.783333
27619,2219,1993,36.032222,129.365
27620,2219,1993,37.5,130.866667
27621,2219,1993,37.76,128.9
27622,2219,1993,37.45,129.165
27623,2219,1993,38.204167,128.591944
27624,2219,1993,37.550278,129.116389
27625,2219,1993,42.816667,132.883333
27626,2219,1993,42.816667,132.883333
27627,2219,1993,42.816667,132.883333
27628,2219,1993,,
27629,2219,1993,49,143
27630,2219,1993,44.364,135.818
27631,2219,1993,42.9,133.9
27632,2219,1993,43.165,131.9
27633,2219,1993,43.165,131.9
27605,2219,1993,37.21666667,129.35
27606,2219,1993,37.16111111,129.35
15172,2219,1993,37.667,138.783
15166,2219,1993,37.367,138.533
6070,2219,1993,44,143
6078,2219,1993,42.17,139.52
6080,2219,1993,42.27,139.78
6081,2219,1993,42.451,139.851
15175,2219,1993,42.08,139.43
15084,2219,1993,41.25,141.15
15192,2219,1993,36.2,133.333
15201,2220,1993,41.867,140.133
15227,2221,1993,26.167,127.833
15235,2221,1993,34.217,135.15
15213,2221,1993,39.65,141.983
11645,2221,1993,13.39,144.75
11539,2221,1993,21.593,-158.1055
10087,2221,1993,13.433,144.65
10088,2221,1993,13.48,144.75
10089,2221,1993,13.33,144.77
11544,2221,1993,20.88,-156.69
11545,2221,1993,20.895,-156.477
6126,2221,1993,13.418,144.79
6127,2221,1993,19.4992,-154.8197
6128,2221,1993,21.927,-159.36
6129,2221,1993,21.91,-159.58
11630,2221,1993,51.863,-176.632
11631,2221,1993,52.731,174.103
15203,2221,1993,40.533,141.533
15204,2221,1993,27.0939,142.1947
15205,2221,1993,35.567,140.05
15206,2221,1993,35.75,140.867
15207,2221,1993,34.9189,139.825
15208,2221,1993,36.933,140.9
15210,2221,1993,43.2781,145.5678
15211,2221,1993,42.9756,144.3714
15212,2221,1993,42.167,142.767
15214,2221,1993,39.017,141.75
15215,2221,1993,35.45,139.65
15216,2221,1993,35.283,139.65
15217,2221,1993,33.55,133.55
15218,2221,1993,33.267,134.167
15219,2221,1993,32.7792,132.9589
15220,2221,1993,34.083,136.2
15221,2221,1993,34.483,136.817
15222,2221,1993,34.95,136.633
15223,2221,1993,38.3,141.5
15224,2221,1993,31.583,131.417
15225,2221,1993,32.433,131.667
15226,2221,1993,24.8,125.283
15228,2221,1993,34.6083,138.2222
15229,2221,1993,35.017,138.517
15230,2221,1993,35.017,138.883
15231,2221,1993,34.017,134.583
15232,2221,1993,35.65,139.767
15233,2221,1993,33.467,135.783
15234,2221,1993,33.55,135.9
11546,2221,1993,19.671,-156.028
11304,2221,1993,8.733,167.733
15209,2221,1993,41.7187,140.7247
6130,2222,1993,53.01667,158.65
18943,5405,1994,44.401,-67.976
6137,2224,1994,1.731944,128.007778
6135,2224,1994,1.1667,127.8333
6134,2224,1994,1.17,127.9
15236,2226,1994,40.533,141.533
15237,2226,1994,39.017,141.75
15238,2226,1994,38.3,141.5
17486,4249,1994,61.22,6.32
25829,5428,1994,24.4669,123.816
26479,2227,1994,-8.69483333,114.376
26480,2227,1994,-8.73033333,114.351
26475,2227,1994,-8.43366667,114.8235
26476,2227,1994,-8.405,114.7671667
26477,2227,1994,-8.65683333,114.3606667
10932,2227,1994,-20.64,116.755
7624,2227,1994,-8.38038,113.4465566
26549,2227,1994,-8.38548,113.408183
26518,2227,1994,-8.3,112.0833333
26519,2227,1994,-8.3,112.0833333
26520,2227,1994,-8.26666667,111.8833333
26470,2227,1994,-8.7095,115.1656667
7623,2227,1994,-8.59463,114.0298
7622,2227,1994,-8.43443,113.58225
10931,2227,1994,-18,122.2166
10933,2227,1994,-21.65,115.133
10934,2227,1994,-24.9,113.65
26511,2227,1994,-8.28933333,112.1085
26471,2227,1994,-8.61983333,115.0858333
26472,2227,1994,-8.5275,114.9953333
26473,2227,1994,-8.47466667,114.9303333
26474,2227,1994,-8.46333333,114.9076667
7626,2227,1994,-20.65,116.8
7621,2227,1994,-8.62,114.09
26496,2227,1994,-8.59,114.005
26548,2227,1994,-8.5265,114.9931667
26552,2227,1994,-8.56008,113.881167
26481,2227,1994,-8.73216667,114.3488333
26482,2227,1994,-8.73083333,114.3475
26500,2227,1994,-8.5565,113.9351667
26521,2227,1994,-8.26666667,111.8833333
26522,2227,1994,-8.25716667,111.8396667
26523,2227,1994,-8.25683333,111.8405
26524,2227,1994,-8.257,111.8398333
26525,2227,1994,-8.26166667,111.8336667
26526,2227,1994,-8.26183333,111.8336667
26527,2227,1994,-8.262,111.834
26528,2227,1994,-8.25966667,111.8071667
26529,2227,1994,-8.263,111.8043333
26530,2227,1994,-8.25566667,111.8
26531,2227,1994,-8.28716667,111.7238333
26483,2227,1994,-8.74583333,114.3558333
26484,2227,1994,-8.7395,114.3426667
26485,2227,1994,-8.733,114.346
26486,2227,1994,-8.59633333,114.2233333
26487,2227,1994,-8.6,114.225
26488,2227,1994,-8.60816667,114.2266667
26489,2227,1994,-8.61516667,114.1138333
26490,2227,1994,-8.6,114.0966667
26491,2227,1994,-8.6155,114.0865
26492,2227,1994,-8.6155,114.0865
26493,2227,1994,-8.6155,114.0865
26494,2227,1994,-8.58916667,114.0043333
26495,2227,1994,-8.59,114.005
26497,2227,1994,-8.58916667,114.0046667
26498,2227,1994,-8.586,114.0078333
26499,2227,1994,-8.58933333,114.0083333
26501,2227,1994,-8.55666667,113.9351667
26502,2227,1994,-8.5585,113.9436667
26503,2227,1994,-8.55533333,113.9448333
26504,2227,1994,-8.48166667,113.711
26505,2227,1994,-8.48233333,113.7113333
26506,2227,1994,-8.48216667,113.713
26507,2227,1994,-8.48283333,113.7125
26508,2227,1994,-8.48516667,113.7156667
26509,2227,1994,-8.38033333,113.4655
26510,2227,1994,-8.38616667,113.4081667
26512,2227,1994,-8.41666667,112.7103333
26513,2227,1994,-8.43016667,112.6846667
26514,2227,1994,-8.43333333,112.682
26515,2227,1994,-8.42933333,112.6921667
26516,2227,1994,-8.43333333,112.6905
26517,2227,1994,-8.35,112.3533333
26478,2227,1994,-8.657,114.3606667
7627,2592,1994,-8.52,114.99
7628,2593,1994,-8.28933,113.1085
6148,2228,1994,41.7456,-124.184
7630,2229,1994,-4.21,152.17
15240,2230,1994,35.083,136.883
15241,2230,1994,40.533,141.533
15242,2230,1994,27.0939,142.1947
15243,2230,1994,35.567,140.05
15245,2230,1994,34.9189,139.825
15246,2230,1994,33.233,132.55
15247,2230,1994,36.933,140.9
15248,2230,1994,44.017,144.283
15249,2230,1994,43.05,144.85
15250,2230,1994,44.95,142.583
15251,2230,1994,41.7187,140.7247
15252,2230,1994,43.2781,145.5678
15253,2230,1994,42.9756,144.3714
15254,2230,1994,44.35,143.367
15276,2230,1994,34.683,137.617
11421,2230,1994,33.1,139.77
11431,2230,1994,42.737,-124.497
11432,2230,1994,34.4803,-119.69
11433,2230,1994,34.008,-118.5
11434,2230,1994,57.052,-135.342
15280,2230,1994,34.017,134.583
15281,2230,1994,35.65,139.767
15282,2230,1994,33.1,139.767
15283,2230,1994,33.467,135.783
15284,2230,1994,33.55,135.9
15285,2230,1994,34.217,135.15
11418,2230,1994,44.2,145.9
11423,2230,1994,38.914,-123.711
11435,2230,1994,35.17666,-120.755
32150,2230,1994,50.513,-128.028
32149,2230,1994,49.233,-124.817
32146,2230,1994,48.425,-123.372
32147,2230,1994,48.837,-125.137
32148,2230,1994,49.153,-125.913
15255,2230,1994,42.35,140.95
15256,2230,1994,42.3,143.333
15257,2230,1994,42.6,141.817
15258,2230,1994,42.167,142.767
15259,2230,1994,44.067,145
15260,2230,1994,45.4,141.683
15261,2230,1994,39.65,141.983
15262,2230,1994,39.017,141.75
15263,2230,1994,35.45,139.65
15264,2230,1994,35.283,139.65
15265,2230,1994,33.267,134.167
15266,2230,1994,32.7792,132.9589
15267,2230,1994,34.083,136.2
15268,2230,1994,34.483,136.817
15269,2230,1994,34.95,136.633
15270,2230,1994,38.3,141.5
11632,2230,1994,46.705,-123.966
11633,2230,1994,44.625,-124.043
11634,2230,1994,21.3067,-157.867
11635,2230,1994,21.91,-159.58
15271,2230,1994,31.583,131.417
15272,2230,1994,32.433,131.667
15273,2230,1994,24.8,125.283
15274,2230,1994,24.333,124.167
15275,2230,1994,26.167,127.833
15277,2230,1994,34.6083,138.2222
15239,2230,1994,34.883,136.95
15278,2230,1994,35.017,138.517
11281,2230,1994,34.9189,139.825
11282,2230,1994,34.783,139.383
15279,2230,1994,35.017,138.883
11424,2230,1994,37.79,-122.27
11425,2230,1994,43.352,-124.192
11426,2230,1994,32.867,-117.257
11427,2230,1994,33.719,-118.272
11428,2230,1994,48.367,-124.612
11429,2230,1994,40.767,-124.217
11430,2230,1994,48.125,-123.44
6172,2230,1994,43.74,146.73
6173,2230,1994,43.43,146.07
6174,2230,1994,43.74,146.69
6175,2230,1994,43.74,146.71
6176,2230,1994,43.73,145.52
6177,2230,1994,43.82,146.71
6180,2230,1994,44.1,145.9
6182,2230,1994,44.38,146.42
6183,2230,1994,43.83,146.9
6184,2230,1994,44.45,146.57
6185,2230,1994,43.867,146.817
6186,2230,1994,43.8,146.82
6187,2230,1994,43.833,146.73
6188,2230,1994,45.01,147.71
6189,2230,1994,43.72,145.43
6190,2230,1994,43.63,146.35
6191,2230,1994,43.79,146.82
6193,2230,1994,43.78,146.78
6194,2230,1994,43.9,145.63
6195,2230,1994,43.73,145.57
6196,2230,1994,43.76,146.61
6197,2230,1994,43.45,146.1
6198,2230,1994,44.03,145.86
6200,2230,1994,43.52,146.1
6201,2230,1994,43.77,146.61
6202,2230,1994,46.17,152
6203,2230,1994,51.863,-176.632
6204,2230,1994,52.731,174.103
6206,2230,1994,53.883,-166.533
6207,2230,1994,19.7303,-155.0553
6208,2230,1994,20.895,-156.477
6209,2230,1994,20.0366,-155.829
6210,2230,1994,28.215,-177.361
6211,2230,1994,21.927,-159.36
6212,2230,1994,19.29,166.6183
6213,2230,1994,-14.2766,-170.689
6214,2230,1994,-17.5331,-149.5726
6215,2230,1994,41.7456,-124.184
6216,2230,1994,-36.683,-73.1
6217,2230,1994,-33.033,-71.633
6178,2230,1994,44,145.8
6179,2230,1994,44.15,145.95
6192,2230,1994,44.92,147.63
26654,2230,1994,43.276,145.572
26655,2230,1994,35.05,139.88
15244,2230,1994,35.75,140.867
10129,2231,1994,-1.48835,127.71474
15286,2232,1994,43.2781,145.5678
15287,2232,1994,42.9756,144.3714
6219,2233,1994,59.44,-135.33
26631,2234,1994,13.40445,121.1406389
26634,2234,1994,13.40727778,121.14075
26635,2234,1994,13.40780556,121.143
26636,2234,1994,13.40780556,121.143
26637,2234,1994,13.40813889,121.1426944
26638,2234,1994,13.40883333,121.1442778
26639,2234,1994,13.39747222,121.1409167
26640,2234,1994,13.40628333,121.1378
26641,2234,1994,13.41011111,121.1521111
26642,2234,1994,13.41011111,121.1521111
26643,2234,1994,13.41011111,121.1521111
26644,2234,1994,13.38221667,121.14155
26645,2234,1994,13.41025,121.1558056
26646,2234,1994,13.41652778,121.1600556
26647,2234,1994,13.41652778,121.1600556
26648,2234,1994,13.41652778,121.1600556
26649,2234,1994,13.63616667,121.1946
26602,2234,1994,13.41333333,121.1218167
26603,2234,1994,13.41252778,121.1246944
26604,2234,1994,13.41252778,121.1246944
26605,2234,1994,13.46436111,121.1571389
26606,2234,1994,13.46436111,121.1571389
26607,2234,1994,13.46436111,121.1571389
26608,2234,1994,13.41444444,121.1255556
26609,2234,1994,13.23044444,121.0915278
26610,2234,1994,13.41194444,121.1355556
26611,2234,1994,13.40995,121.1374333
26612,2234,1994,13.4101,121.1328167
26613,2234,1994,13.55000833,121.0945278
26614,2234,1994,13.41277778,121.1291667
26615,2234,1994,13.41226667,121.1285667
26616,2234,1994,13.41272,121.1289
26617,2234,1994,13.41325,121.1269667
26618,2234,1994,13.47458333,121.1643333
26619,2234,1994,13.46941667,121.1593333
26620,2234,1994,13.46941667,121.1593333
26621,2234,1994,13.48441667,121.18075
26623,2234,1994,13.4075,121.0711111
26624,2234,1994,13.41333333,121.0469167
26650,2234,1994,13.63475,121.1968833
26651,2234,1994,13.62813333,121.21525
26652,2234,1994,13.62841667,121.2135
26653,2234,1994,13.6276,121.22575
26625,2234,1994,13.41393333,121.0479
26626,2234,1994,13.42847222,121.1946944
26627,2234,1994,13.44073333,121.0178667
26628,2234,1994,13.41736111,121.18375
26629,2234,1994,13.41488889,121.1779722
26630,2234,1994,13.4494,121.0047667
26600,2234,1994,13.75405556,121.0442667
26622,2234,1994,13.41876667,121.09435
26601,2234,1994,13.43111111,121.1944444
28333,2234,1994,12.333333,121.083333
6229,2234,1994,13.5,120.956
26632,2234,1994,13.40445,121.1406389
26633,2234,1994,13.40727778,121.14075
15288,2235,1994,40.517,141.517
15289,2235,1994,35.75,140.867
15290,2235,1994,34.9189,139.825
15291,2235,1994,36.933,140.9
15292,2235,1994,41.783,140.733
15293,2235,1994,43.2781,145.5678
6243,2235,1994,41.7187,140.7247
15295,2235,1994,42.167,142.767
15296,2235,1994,39.65,141.983
15297,2235,1994,39.017,141.75
15298,2235,1994,38.3,141.5
6242,2235,1994,40.533,141.533
15294,2235,1994,42.9756,144.3714
15300,2236,1995,34.683,135.183
15299,2236,1995,34.467,134.833
6250,2240,1995,-14.2766,-170.689
6251,2240,1995,-19.053,-169.921
6252,2241,1995,13.15,123.75
10130,2244,1995,40.149,21.695
18942,2245,1995,-8.54,125.53
6253,2245,1995,-8.55,125.57
6258,2246,1995,-17.7553,168.3077
6259,2246,1995,-21.2,-159.783
6260,2246,1995,-18.133,178.427
6256,2246,1995,-21.138,-175.1815
6254,2246,1995,-13.8268,-171.7613
6255,2246,1995,-17.6,177.433
11454,2246,1995,,
6257,2246,1995,-14.2766,-170.689
25222,2246,1995,-21.548,167.877
6262,2247,1995,52.35,143.08
6261,2247,1995,53.117,143.1
10033,2248,1995,38.25,22.083
6263,2248,1995,38.367,22.233
6284,2249,1995,19.7303,-155.0553
6285,2249,1995,-9.805,-139.035
6287,2249,1995,-27.15,-109.45
6288,2249,1995,-33.636017,-78.829881
6289,2249,1995,-20.217,-70.156
6290,2249,1995,20.895,-156.477
6291,2249,1995,57.75,-152.483
6293,2249,1995,33.719,-118.272
6294,2249,1995,-16.833,-151.5
6325,2249,1995,-33.033,-71.633
6326,2249,1995,59.55,-139.733
6327,2249,1995,19.29,166.6183
6328,2249,1995,-13.8268,-171.7613
6298,2249,1995,48.367,-124.612
6299,2249,1995,21.927,-159.36
6300,2249,1995,-21.138,-175.1815
6301,2249,1995,-8.933,-140.083
6306,2249,1995,-14.2766,-170.689
6307,2249,1995,-17.5331,-149.5726
6311,2249,1995,-17.7553,168.3077
6312,2249,1995,32.715,-117.174
6313,2249,1995,55.337,-160.502
6314,2249,1995,34.008,-118.5
6315,2249,1995,60.119,-149.427
6316,2249,1995,18.73,-111.02
6317,2249,1995,52.731,174.103
6319,2249,1995,57.052,-135.342
6320,2249,1995,-9,-139.5
11436,2249,1995,38.914,-123.711
11437,2249,1995,21.91,-159.58
32151,2249,1995,48.425,-123.372
32152,2249,1995,48.837,-125.137
32153,2249,1995,49.153,-125.913
32155,2249,1995,50.513,-128.028
32156,2249,1995,50.722,-127.488
6292,2249,1995,-23.4646,-70.5025
6308,2249,1995,-25.09652,-70.50749
15322,2249,1995,24.8,125.283
6321,2249,1995,-36.6953,-73.1063
6322,2249,1995,-22.0938,-70.2117
6272,2249,1995,-24.373,-70.551
6278,2249,1995,41.7456,-124.184
6279,2249,1995,53.883,-166.533
6280,2249,1995,-27.97,153.57
15311,2249,1995,39.017,141.75
15312,2249,1995,31.267,130.3
15313,2249,1995,35.45,139.65
15314,2249,1995,33.267,134.167
15315,2249,1995,32.7792,132.9589
15316,2249,1995,33.55,133.55
15317,2249,1995,34.083,136.2
15318,2249,1995,34.483,136.817
15319,2249,1995,38.3,141.5
15320,2249,1995,31.583,131.417
15321,2249,1995,32.433,131.667
15323,2249,1995,26.217,127.667
15326,2249,1995,35.017,138.517
15328,2249,1995,34.017,134.583
15329,2249,1995,34.783,139.383
15330,2249,1995,33.1,139.767
15331,2249,1995,33.467,135.783
15332,2249,1995,33.683,135.383
15333,2249,1995,33.55,135.9
15334,2249,1995,34.217,135.15
11438,2249,1995,38.9,141.57
10330,2249,1995,21.3067,-157.867
11613,2249,1995,36.605,-121.888
11614,2249,1995,37.997,-122.975
11615,2249,1995,42.737,-124.497
11616,2249,1995,35.168,-120.753
11302,2249,1995,-17.6,177.433
15306,2249,1995,36.933,140.9
15310,2249,1995,39.65,141.983
15327,2249,1995,35.017,138.883
6265,2249,1995,51.863,-176.632
6266,2249,1995,-23.65,-70.404
6268,2249,1995,-18.4758,-70.3232
6270,2249,1995,22.883,-109.9
6271,2249,1995,-27.0644,-70.8247
32154,2249,1995,49.233,-124.817
15324,2249,1995,34.683,137.617
15325,2249,1995,34.6083,138.2222
10329,2249,1995,-27.15,-109.45
15301,2249,1995,40.533,141.533
15302,2249,1995,27.0939,142.1947
15303,2249,1995,35.75,140.867
15304,2249,1995,34.9189,139.825
15305,2249,1995,33.233,132.55
15307,2249,1995,41.7187,140.7247
15308,2249,1995,43.2781,145.5678
15309,2249,1995,42.9756,144.3714
31087,2250,1995,8.733,167.733
31086,2250,1995,-4.22,152.18
6329,2251,1995,19.05,-104.333
11313,2252,1995,19.217,-104.717
11314,2252,1995,19.366,-104.91
11315,2252,1995,,
11316,2252,1995,19.533,-105.083
11317,2252,1995,19.5879,-105.12496
11366,2252,1995,19.267,-104.783
11367,2252,1995,19.1,-104.4
11307,2252,1995,18.917,-104.067
11159,2252,1995,19.2,-104.683
6343,2252,1995,-8.9148,-140.0958
11318,2252,1995,,
11308,2252,1995,19.14198,-104.556
11671,2252,1995,19.06,-104.3
6334,2252,1995,-0.433,-90.283
6335,2252,1995,22.883,-109.9
6336,2252,1995,19.7303,-155.0553
6337,2252,1995,-9.8049,-139.0347
6338,2252,1995,20.895,-156.477
6339,2252,1995,20.0366,-155.829
6340,2252,1995,19.05,-104.333
6341,2252,1995,-26.68,153.12
6342,2252,1995,21.927,-159.36
6344,2252,1995,-14.2766,-170.689
6345,2252,1995,-17.5331,-149.5726
6346,2252,1995,18.73,-111.02
6347,2252,1995,-27.97,153.33
11306,2252,1995,18.8755,-103.993
11309,2252,1995,19.2,-104.72
11310,2252,1995,19.567,-105.083
11311,2252,1995,20.622,-105.232
11312,2252,1995,19.2239,-104.70396
11597,2253,1995,28.287,129.978
15353,2253,1995,34.617,138.883
15355,2253,1995,35.017,138.883
15339,2253,1995,31.583,130.567
15338,2253,1995,34.217,139.133
15337,2253,1995,34.9189,139.825
15336,2253,1995,35.75,140.867
15335,2253,1995,27.0939,142.1947
11535,2253,1995,33.1,139.767
15360,2253,1995,33.55,135.9
15359,2253,1995,33.467,135.783
15358,2253,1995,33.1,139.767
15357,2253,1995,34.783,139.383
15356,2253,1995,33.133,139.8
15354,2253,1995,34.6083,138.2222
11598,2253,1995,28.302,129.988
11599,2253,1995,28.334,130.003
11600,2253,1995,28.354,130.028
11601,2253,1995,28.356,130.005
11602,2253,1995,28.338,129.975
11603,2253,1995,28.315,129.538
11604,2253,1995,28.293,129.467
11605,2253,1995,28.29,129.458
11606,2253,1995,28.223,129.45
11607,2253,1995,28.234,129.432
11608,2253,1995,28.161,129.385
15344,2253,1995,33.267,134.167
11595,2253,1995,28.293,129.92
11596,2253,1995,28.274,129.95
15340,2253,1995,31.267,130.3
15341,2253,1995,29.84,129.85
15342,2253,1995,28.383,129.5
15343,2253,1995,30.733,131
15345,2253,1995,32.7792,132.9589
15346,2253,1995,33.55,133.55
15347,2253,1995,34.083,136.2
15348,2253,1995,34.483,136.817
15349,2253,1995,31.583,131.417
15350,2253,1995,32.433,131.667
15351,2253,1995,24.8,125.283
15352,2253,1995,26.217,127.667
6352,2253,1995,28.281,129.968
15371,2254,1995,34.6083,138.2222
15370,2254,1995,34.617,138.883
15369,2254,1995,34.083,136.2
15367,2254,1995,32.7792,132.9589
15366,2254,1995,33.267,134.167
15365,2254,1995,30.733,131
15364,2254,1995,29.84,129.85
15363,2254,1995,34.217,139.133
15361,2254,1995,27.0939,142.1947
15372,2254,1995,33.133,139.8
15374,2254,1995,33.1,139.767
15373,2254,1995,34.783,139.383
6351,2254,1995,26,126
15375,2254,1995,33.467,135.783
15362,2254,1995,34.9189,139.825
15368,2254,1995,33.55,133.55
6353,2255,1995,-27.067,-70.833
6354,2256,1995,29.52,35
6359,2257,1995,28.215,-177.361
11619,2257,1995,42.737,-124.497
6356,2257,1995,41.7456,-124.184
6357,2257,1995,19.7303,-155.0553
6358,2257,1995,20.895,-156.477
15376,2257,1995,40.533,141.533
15378,2257,1995,27.0939,142.1947
15380,2257,1995,34.9189,139.825
15381,2257,1995,36.933,140.9
15382,2257,1995,44.017,144.283
15383,2257,1995,41.7187,140.7247
15384,2257,1995,43.2781,145.5678
15385,2257,1995,42.9756,144.3714
15386,2257,1995,42.167,142.767
15387,2257,1995,39.65,141.983
15388,2257,1995,39.017,141.75
15389,2257,1995,38.3,141.5
32157,2257,1995,48.425,-123.372
32158,2257,1995,48.837,-125.137
32159,2257,1995,49.153,-125.913
32160,2257,1995,49.233,-124.817
32161,2257,1995,50.513,-128.028
6361,2257,1995,-8.9148,-140.0958
6362,2257,1995,-14.2766,-170.689
6363,2257,1995,-17.5331,-149.5726
6364,2257,1995,19.29,166.6183
6365,2257,1995,52.731,174.103
6366,2257,1995,51.863,-176.632
6367,2257,1995,48.367,-124.612
6372,2257,1995,37.997,-122.975
6374,2257,1995,34.4803,-119.69
6376,2257,1995,35.17666,-120.755
15379,2257,1995,35.75,140.867
15390,2257,1995,33.1,139.767
11617,2257,1995,38.914,-123.711
11618,2257,1995,43.352,-124.192
6360,2257,1995,43.35,145.583
26587,2259,1996,0.47922222,119.9765556
26586,2259,1996,0.47597222,119.9577222
26589,2259,1996,0.483,119.9916667
26590,2259,1996,0.48288889,119.9976111
10034,2258,1996,38.23,21.73
26591,2259,1996,0.483,119.9977778
26592,2259,1996,0.48427778,120.0033056
26593,2259,1996,0.49988889,120.0274444
26594,2259,1996,0.551,120.0388611
26595,2259,1996,0.58133333,120.0369444
26596,2259,1996,0.76588889,120.1910278
26597,2259,1996,0.82091667,120.2448889
26598,2259,1996,0.89505556,120.2373889
26583,2259,1996,0.48272222,119.9069722
26584,2259,1996,0.47616667,119.9308056
26585,2259,1996,0.47388889,119.94775
26588,2259,1996,0.48094444,119.9781389
15418,2260,1996,34.667,135.433
15419,2260,1996,34.333,135.183
15420,2260,1996,34.6083,138.2222
15421,2260,1996,35.017,138.517
15422,2260,1996,35.017,138.883
11299,2260,1996,41.7456,-124.184
11300,2260,1996,34.008,-118.5
11301,2260,1996,42.737,-124.497
15424,2260,1996,35.65,139.767
15425,2260,1996,33.1,139.767
15426,2260,1996,33.467,135.783
15427,2260,1996,33.683,135.383
15428,2260,1996,33.55,135.9
15429,2260,1996,34.217,135.15
11563,2260,1996,-0.792,135.923
11568,2260,1996,-1.194,136.106
32164,2260,1996,48.425,-123.372
32165,2260,1996,48.837,-125.137
32166,2260,1996,49.153,-125.913
32167,2260,1996,49.23,-124.82
32168,2260,1996,50.513,-128.028
32169,2260,1996,50.722,-127.488
11620,2260,1996,38.914,-123.711
11621,2260,1996,43.352,-124.192
11622,2260,1996,36.605,-121.888
11623,2260,1996,37.997,-122.975
15391,2260,1996,40.533,141.533
15392,2260,1996,27.0939,142.1947
15393,2260,1996,35.75,140.867
15394,2260,1996,34.9189,139.825
15396,2260,1996,36.933,140.9
15397,2260,1996,41.7187,140.7247
15398,2260,1996,43.2781,145.5678
15399,2260,1996,42.9756,144.3714
15400,2260,1996,42.167,142.767
11564,2260,1996,-0.69,135.826
11565,2260,1996,-0.773,135.914
11566,2260,1996,-0.739,135.753
11567,2260,1996,-0.739,135.764
11507,2260,1996,33.1,139.767
15401,2260,1996,34.683,135.183
15402,2260,1996,39.65,141.983
15403,2260,1996,39.017,141.75
15404,2260,1996,34.783,139.383
15405,2260,1996,31.267,130.3
15406,2260,1996,35.45,139.65
6426,2260,1996,34.79,139.39
11727,2260,1996,24.79,125.26
15395,2260,1996,33.233,132.55
15412,2260,1996,38.3,141.5
6394,2260,1996,-0.898,136.035
