I_D,TSEVENT_ID,YEAR,LATITUDE,LONGITUDE
12708,1867,1957,45.4,141.683
12709,1867,1957,39.65,141.983
12710,1867,1957,32.7792,132.9589
12711,1867,1957,33.55,133.55
12712,1867,1957,34.083,136.2
12713,1867,1957,34.483,136.817
12714,1867,1957,31.583,131.417
8179,1867,1957,21.891,-159.42
8180,1867,1957,21.877,-159.442
3608,1867,1957,22.22,-159.42
3609,1867,1957,19.735,-155.031
3611,1867,1957,19.99,-155.24
3612,1867,1957,20.8,-156.51
3613,1867,1957,20.186,-155.906
3614,1867,1957,19.188,-155.91
3616,1867,1957,19.477,-155.922
3617,1867,1957,21.927,-159.36
3625,1867,1957,19.14,-155.5
3626,1867,1957,18.91,-155.68
3627,1867,1957,20.27,-155.85
3628,1867,1957,21.598,-158.113
3629,1867,1957,21.28,-157.829
3630,1867,1957,20.12,-155.59
3636,1867,1957,44,143
3644,1867,1957,34.083,136.2
3645,1867,1957,34.483,136.817
3648,1867,1957,42.17,142.78
3653,1867,1957,31.87,-116.62
3655,1867,1957,27.925,-110.892
3656,1867,1957,24.162,-110.345
3658,1867,1957,19.05,-104.333
3662,1867,1957,16.1684,-95.1968
3663,1867,1957,18.73,-111.02
3664,1867,1957,25.6,-109.07
3665,1867,1957,1.984,-157.473
3667,1867,1957,13.433,144.65
3668,1867,1957,46.208,-123.767
3669,1867,1957,-13.8268,-171.7613
3673,1867,1957,-14.285,-170.72
3674,1867,1957,16.7363,-169.5283
3675,1867,1957,8.733,167.733
3678,1867,1957,7.3666,151.8833
3679,1867,1957,19.29,166.6183
3680,1867,1957,8.267,-82.867
3681,1867,1957,-12.069,-77.1668
3682,1867,1957,-9.083,-78.616
3684,1867,1957,48.367,-124.612
8186,1867,1957,21.89,-159.541
8187,1867,1957,21.899,-159.578
8188,1867,1957,21.9,-159.587
8189,1867,1957,21.902,-159.59
8190,1867,1957,21.906,-159.597
8191,1867,1957,21.903,-159.612
8192,1867,1957,21.919,-159.639
8193,1867,1957,21.935,-159.652
8194,1867,1957,21.955,-159.669
8195,1867,1957,21.973,-159.729
3557,1867,1957,-3.142,142.35
11169,1867,1957,13.557,-89.833
12716,1867,1957,34.9,139.133
12717,1867,1957,35.017,138.883
12718,1867,1957,34.017,134.583
12719,1867,1957,34.133,135.2
12720,1867,1957,33.467,135.783
12721,1867,1957,33.55,135.9
12715,1867,1957,32.433,131.667
3467,1867,1957,19.52,-154.8
8718,1867,1957,21.401,-158.174
8719,1867,1957,20.858,-156.668
8720,1867,1957,20.862,-156.672
8721,1867,1957,20.875,-156.682
8722,1867,1957,20.885,-156.69
11320,1867,1957,-14.274,-170.703
8723,1867,1957,20.888,-156.689
8724,1867,1957,20.914,-156.695
8725,1867,1957,20.933,-156.697
8726,1867,1957,20.946,-156.696
8727,1867,1957,20.964,-156.688
8728,1867,1957,20.978,-156.682
8729,1867,1957,20.983,-156.679
8730,1867,1957,21.005,-156.671
8731,1867,1957,20.94,-156.51
8732,1867,1957,20.938,-156.507
8733,1867,1957,20.929,-156.496
8734,1867,1957,20.91,-156.485
8735,1867,1957,20.902,-156.482
9952,1867,1957,-13.944,-171.57
9951,1867,1957,-13.45,172.333
3620,1867,1957,19.82,-155.1
8153,1867,1957,22.226,-159.438
8154,1867,1957,22.222,-159.434
8155,1867,1957,22.224,-159.429
8156,1867,1957,22.222,-159.387
8157,1867,1957,22.197,-159.335
8158,1867,1957,22.15,-159.303
8159,1867,1957,22.176,-159.316
8160,1867,1957,22.063,-159.321
8161,1867,1957,22.059,-159.324
8162,1867,1957,22.056,-159.329
8163,1867,1957,22.055,-159.331
8164,1867,1957,22.054,-159.334
8165,1867,1957,22.053,-159.337
8166,1867,1957,22.052,-159.338
8167,1867,1957,21.996,-159.343
8168,1867,1957,22.005,-159.336
8169,1867,1957,22.014,-159.339
8170,1867,1957,22.045,-159.337
8171,1867,1957,22.037,-159.338
8172,1867,1957,21.995,-159.333
3621,1867,1957,19.79,-155.1
3622,1867,1957,19.83,-155.1
3623,1867,1957,19.46,-154.846
3624,1867,1957,20.21,-155.73
8181,1867,1957,21.875,-159.458
8182,1867,1957,21.882,-159.472
8183,1867,1957,21.886,-159.489
8184,1867,1957,21.888,-159.492
8185,1867,1957,21.89,-159.505
8173,1867,1957,21.961,-159.341
8174,1867,1957,21.96,-159.337
8175,1867,1957,21.967,-159.333
8176,1867,1957,21.987,-159.336
8177,1867,1957,21.963,-159.353
8178,1867,1957,21.953,-159.36
8804,1867,1957,19.63,-155.99
8805,1867,1957,20.036,-155.832
11272,1867,1957,-17.0009,-72.1088
3468,1867,1957,19.73,-155.07
3571,1867,1957,32.715,-117.174
25506,1867,1957,32.712,-117.229
3672,1867,1957,-27.15,-109.45
3677,1867,1957,28.215,-177.361
3595,1867,1957,19.7303,-155.0553
3545,1867,1957,53.898,-166.515
3666,1867,1957,11.367,162.35
3670,1867,1957,-2.817,-171.717
3555,1867,1957,59.55,-139.733
28196,1867,1957,19.735,-155.0316
28197,1867,1957,21.392,-157.715
3676,1867,1957,-9,-139.5
12706,1867,1957,42.9756,144.3714
3643,1867,1957,36,138
3619,1867,1957,21.59,-158.11
8775,1867,1957,19.733,-155.067
3610,1867,1957,19.57,-155.95
8745,1867,1957,20.927,-156.377
8746,1867,1957,20.94,-156.358
8736,1867,1957,20.895,-156.477
8737,1867,1957,20.901,-156.464
8738,1867,1957,20.901,-156.461
8739,1867,1957,20.901,-156.455
8740,1867,1957,20.912,-156.423
8741,1867,1957,20.912,-156.415
8742,1867,1957,20.913,-156.412
8743,1867,1957,20.916,-156.403
8744,1867,1957,20.922,-156.384
8687,1867,1957,21.431,-158.183
8688,1867,1957,21.462,-158.209
8689,1867,1957,21.481,-158.228
8690,1867,1957,21.49,-158.233
8691,1867,1957,21.515,-158.232
8692,1867,1957,21.533,-158.232
8693,1867,1957,21.547,-158.243
8694,1867,1957,21.559,-158.253
8695,1867,1957,21.576,-158.282
8696,1867,1957,21.577,-158.284
8697,1867,1957,21.578,-158.282
8698,1867,1957,21.583,-158.227
8699,1867,1957,21.601,-158.107
8700,1867,1957,21.617,-158.096
8701,1867,1957,21.626,-158.084
8702,1867,1957,21.643,-158.068
8703,1867,1957,21.677,-158.044
8704,1867,1957,21.714,-157.975
8705,1867,1957,21.692,-157.948
8706,1867,1957,21.618,-157.914
8707,1867,1957,21.574,-157.877
8708,1867,1957,21.539,-157.841
8709,1867,1957,21.274,-157.699
8710,1867,1957,21.284,-157.725
8711,1867,1957,21.283,-157.739
8712,1867,1957,21.258,-157.815
8713,1867,1957,21.3,-157.867
8714,1867,1957,21.32,-157.955
8715,1867,1957,21.313,-158.008
8716,1867,1957,21.364,-158.136
8717,1867,1957,21.394,-158.16
7940,1867,1957,52.97,-168.47
7941,1867,1957,53.25,-168.25
7878,1867,1957,22.216,-159.542
8146,1867,1957,22.226,-159.549
8147,1867,1957,22.221,-159.545
8148,1867,1957,22.22,-159.537
8149,1867,1957,22.215,-159.521
8150,1867,1957,22.216,-159.501
8747,1867,1957,20.941,-156.343
8748,1867,1957,20.686,-156.446
8749,1867,1957,20.764,-156.463
8750,1867,1957,20.785,-156.467
8751,1867,1957,20.797,-156.488
8752,1867,1957,20.795,-156.514
8789,1867,1957,19.733,-155.067
8790,1867,1957,19.728,-154.997
8791,1867,1957,19.518,-154.809
8792,1867,1957,19.5,-154.821
8793,1867,1957,19.46,-154.846
8794,1867,1957,19.361,-154.972
8753,1867,1957,20.796,-156.571
8754,1867,1957,20.797,-156.58
8755,1867,1957,20.846,-156.656
8756,1867,1957,20.195,-155.906
8757,1867,1957,20.264,-155.881
8758,1867,1957,20.269,-155.85
8759,1867,1957,20.224,-155.738
8760,1867,1957,20.217,-155.734
8761,1867,1957,20.21,-155.734
8762,1867,1957,20.126,-155.6
8763,1867,1957,20.124,-155.595
8764,1867,1957,20.124,-155.587
8765,1867,1957,20.105,-155.472
8766,1867,1957,19.997,-155.244
8767,1867,1957,19.904,-155.129
8768,1867,1957,19.879,-155.112
8769,1867,1957,19.848,-155.085
8770,1867,1957,19.81,-155.094
8771,1867,1957,19.78,-155.09
8772,1867,1957,19.758,-155.093
8773,1867,1957,19.733,-155.067
8774,1867,1957,19.733,-155.067
8776,1867,1957,19.733,-155.067
8777,1867,1957,19.733,-155.067
8778,1867,1957,19.733,-155.067
8779,1867,1957,19.734,-155.071
8780,1867,1957,19.733,-155.067
8781,1867,1957,19.733,-155.067
8782,1867,1957,19.733,-155.067
8783,1867,1957,19.733,-155.067
8784,1867,1957,19.733,-155.067
8785,1867,1957,19.733,-155.067
8786,1867,1957,19.733,-155.067
8787,1867,1957,19.733,-155.067
8788,1867,1957,19.733,-155.067
8795,1867,1957,19.353,-154.977
8796,1867,1957,19.139,-155.5
8797,1867,1957,19.089,-155.55
8798,1867,1957,18.914,-155.682
8799,1867,1957,19.182,-155.911
8800,1867,1957,19.38,-155.899
8801,1867,1957,19.426,-155.915
8802,1867,1957,19.475,-155.923
8803,1867,1957,19.564,-155.967
3572,1867,1957,37.807,-122.465
3570,1867,1957,34.15,-119.18
3573,1867,1957,33.707,-118.273
27745,1867,1957,33.75,-118.25
27746,1867,1957,33.75,-118.26666
3565,1867,1957,33.75,-118.22
3568,1867,1957,33.61,-117.9
3659,1867,1957,23.18,-106.42
3652,1867,1957,16.833,-99.917
3584,1867,1957,-2.23,-80.9
3683,1867,1957,-4.583,-81.283
3579,1867,1957,-27.0644,-70.8247
3558,1867,1957,37.79,-122.27
3559,1867,1957,33.73,-118.08
3560,1867,1957,35.179,-120.735
3561,1867,1957,38.32,-123.03
3562,1867,1957,35.5,-121.12
3563,1867,1957,41.7456,-124.184
3564,1867,1957,32.867,-117.257
3566,1867,1957,33.719,-118.272
3569,1867,1957,39.43,-123.8
3574,1867,1957,34.008,-118.5
3575,1867,1957,49.153,-125.913
3576,1867,1957,53,-152
3578,1867,1957,-18.4758,-70.3232
3580,1867,1957,-36.6953,-73.1063
3581,1867,1957,-33.033,-71.633
3582,1867,1957,9.967,-84.833
3587,1867,1957,13.333,-87.817
3588,1867,1957,13.917,-90.833
3591,1867,1957,21.162,-156.736
3596,1867,1957,19.43,-155.9
7683,1867,1957,52.183,-174.2
3589,1867,1957,22.22,-159.55
3597,1867,1957,20.08,-155.47
3598,1867,1957,21.3067,-157.867
3601,1867,1957,19.38,-155.9
3602,1867,1957,,
3603,1867,1957,21.716,-157.987
3604,1867,1957,20.895,-156.477
3605,1867,1957,19.63,-155.99
3606,1867,1957,19.37,-154.97
3607,1867,1957,19.35,-154.97
7684,1867,1957,53.408,-167.55
3546,1867,1957,58.3,-134.42
3547,1867,1957,52.83,173.2
3548,1867,1957,51.98,-176.13
3549,1867,1957,54.42,-164.73
3550,1867,1957,60.119,-149.427
3551,1867,1957,57.052,-135.342
3552,1867,1957,51.863,-176.632
3553,1867,1957,53.22,-168.42
3554,1867,1957,57.717,-152.517
3556,1867,1957,-14.2766,-170.689
3635,1867,1957,42.284,143.319
3567,1867,1957,36.605,-121.888
8142,1867,1957,22.013,-159.783
8143,1867,1957,22.226,-159.585
8144,1867,1957,22.226,-159.573
8145,1867,1957,22.227,-159.565
8151,1867,1957,22.216,-159.501
8152,1867,1957,22.229,-159.458
3577,1867,1957,-23.65,-70.404
7877,1867,1957,21.91,-160.15
3685,1869,1957,-3.33,152
3686,1869,1957,-2.035,147.367
3687,1870,1957,16.833,-99.917
3688,1870,1957,16.1684,-95.1968
11127,1870,1957,19.05,-104.333
29545,1873,1957,-1.9,116.4
3691,1876,1957,19.7303,-155.0553
3695,1876,1957,21.927,-159.36
3692,1876,1957,21.3067,-157.867
3693,1876,1957,20.895,-156.477
3694,1876,1957,28.215,-177.361
3689,1875,1957,,
3690,1875,1957,-8.57,160.72
11117,1877,1958,0.983,-79.7
11116,1877,1958,-2.217,-79.9
11115,1877,1958,1.833,-78.733
15739,3574,1958,31.68,103.85
7686,1880,1958,59.598,-139.761
7687,1880,1958,59.44,-135.33
7685,1880,1958,59.55,-139.74
28063,1880,1958,59.127778,-138.6206
3697,1880,1958,58.33,-136.85
3696,1880,1958,60,-139.58
3698,1880,1958,59.13,-138.61
3699,1880,1958,58.75,-136.33
3704,1880,1958,21.433,-157.79
3706,1880,1958,21.3067,-157.867
3707,1880,1958,20.895,-156.477
3708,1880,1958,21.927,-159.36
3701,1880,1958,58.672,-137.526
3702,1880,1958,57.052,-135.342
3705,1880,1958,19.7303,-155.0553
10210,1880,1958,56.47,-132.38
28064,1880,1958,59.177,-138.23
25359,1881,1958,44.03,145.86
25358,1882,1958,-16.68,168.3
3709,1883,1958,28.215,-177.361
12728,1884,1958,43.05,145.083
12729,1884,1958,41.7187,140.7247
12731,1884,1958,43.083,145.133
12732,1884,1958,42.9756,144.3714
12733,1884,1958,44.35,143.367
12734,1884,1958,42.1,140.6
12735,1884,1958,42.35,140.95
12736,1884,1958,43.35,145.583
12738,1884,1958,42.633,141.617
12739,1884,1958,42.167,142.767
12740,1884,1958,45.4,141.683
12741,1884,1958,39.65,141.983
12742,1884,1958,31.267,130.3
12737,1884,1958,42.3,143.333
12744,1884,1958,33.55,133.55
12745,1884,1958,34.483,136.817
12746,1884,1958,38.3,141.5
12751,1884,1958,38.3,141.033
12753,1884,1958,34.667,135.433
12754,1884,1958,34.9,139.133
12755,1884,1958,34.6083,138.2222
12756,1884,1958,33.467,135.783
12757,1884,1958,33.55,135.9
3742,1884,1958,43.78,146.75
3745,1884,1958,8.733,167.733
3746,1884,1958,19.29,166.6183
3747,1884,1958,-4.583,-81.283
3748,1884,1958,44.9,147.5
3713,1884,1958,35.179,-120.735
3714,1884,1958,34.15,-119.18
3715,1884,1958,37.807,-122.465
3716,1884,1958,21.433,-157.79
3717,1884,1958,21.593,-158.1055
3718,1884,1958,19.7303,-155.0553
3719,1884,1958,21.3067,-157.867
3720,1884,1958,20.895,-156.477
3721,1884,1958,28.215,-177.361
3722,1884,1958,21.927,-159.36
3751,1884,1958,45.87,149.82
12730,1884,1958,43.2781,145.5678
12748,1884,1958,38.833,141.6
12749,1884,1958,38.883,141.6
12750,1884,1958,38.433,141.45
12747,1884,1958,38.267,141.033
3749,1884,1958,44.03,145.86
11340,1884,1958,49.153,-125.913
3710,1884,1958,52.83,173.2
3711,1884,1958,51.863,-176.632
3712,1884,1958,-14.2766,-170.689
12752,1884,1958,31.583,131.417
12743,1884,1958,32.7792,132.9589
12722,1884,1958,40.533,141.533
12723,1884,1958,40.517,141.517
12724,1884,1958,35.75,140.867
12725,1884,1958,34.9189,139.825
12726,1884,1958,36.933,140.9
12727,1884,1958,44.017,144.283
12758,1885,1958,40.533,141.533
3752,1885,1958,52.83,173.2
3753,1885,1958,51.863,-176.632
31413,1885,1958,44.03,145.86
3755,1885,1958,21.3067,-157.867
3756,1885,1958,20.895,-156.477
3758,1885,1958,44.9,147.5
3754,1885,1958,19.7303,-155.0553
3762,1886,1959,37.82,140.98
3764,1886,1959,36.333,140.59
12761,1886,1959,39.267,141.883
12760,1886,1959,36.333,140.583
12759,1886,1959,36.933,140.9
12765,1886,1959,38.567,141.45
12764,1886,1959,38.4,141.6
12763,1886,1959,38.3,141.5
12762,1886,1959,39.65,141.983
3766,1887,1959,-4.583,-81.283
3768,1888,1959,37.13,26.83
3767,1888,1959,35.17,25
3769,1888,1959,37.97,23.5
3770,1888,1959,40.63,22.97
31434,1889,1959,44.03,145.86
3778,1890,1959,21.927,-159.36
3777,1890,1959,28.215,-177.361
3776,1890,1959,20.895,-156.477
3773,1890,1959,19.7303,-155.0553
3775,1890,1959,21.3067,-157.867
3771,1890,1959,52.83,173.2
3772,1890,1959,21.433,-157.79
25736,1892,1959,-7.83,156.56
6611,2371,1959,44.83,-111.42
3779,1892,1959,-7.75,156.58
12772,1893,1959,38.4,141.6
12767,1893,1959,36.933,140.9
12769,1893,1959,39.267,141.883
3786,1893,1959,36.333,140.59
12766,1893,1959,35.75,140.867
12770,1893,1959,39.65,141.983
12771,1893,1959,38.3,141.5
12768,1893,1959,36.333,140.583
3788,1896,1960,-11.75,-77.133
3789,1897,1960,30.425,-9.615
12775,1898,1960,41.7187,140.7247
12774,1898,1960,36.933,140.9
12773,1898,1960,40.533,141.533
12776,1898,1960,43.2781,145.5678
12784,1898,1960,39.45,141.967
12783,1898,1960,39.85,141.983
12782,1898,1960,39.65,141.983
12781,1898,1960,39.267,141.883
12780,1898,1960,42.167,142.767
12790,1898,1960,38.4,141.6
12791,1898,1960,38.433,141.45
12788,1898,1960,39.583,141.95
12787,1898,1960,39.733,141.983
12789,1898,1960,38.3,141.5
12778,1898,1960,42.1,140.6
12777,1898,1960,42.9756,144.3714
12779,1898,1960,42.35,140.95
12785,1898,1960,39.35,141.917
12786,1898,1960,39.3,141.9
12793,1899,1960,36.933,140.9
12803,1899,1960,38.433,141.45
12801,1899,1960,38.3,141.5
12799,1899,1960,39.65,141.983
12798,1899,1960,39.267,141.883
12802,1899,1960,38.4,141.6
12796,1899,1960,42.9756,144.3714
12800,1899,1960,39.733,141.983
12797,1899,1960,42.167,142.767
12795,1899,1960,43.2781,145.5678
12794,1899,1960,41.7187,140.7247
12792,1899,1960,40.533,141.533
7854,1901,1960,19.7303,-155.0553
10205,1901,1960,-33.033,-71.633
13191,1902,1960,38.883,141.6
13193,1902,1960,38.883,141.65
13194,1902,1960,38.367,141.467
13195,1902,1960,38.45,141.45
13196,1902,1960,38.4,141.433
13197,1902,1960,38.517,141.483
13199,1902,1960,38.383,141.167
13200,1902,1960,38.383,141.467
13201,1902,1960,38.367,141.45
13202,1902,1960,38.517,141.517
13203,1902,1960,38.333,141.483
13224,1902,1960,38.567,141.45
12994,1902,1960,44.067,145
12995,1902,1960,42.35,141.05
12996,1902,1960,43.033,145.067
12997,1902,1960,41.746,140.903
12998,1902,1960,43.033,145.05
12999,1902,1960,41.753,140.875
13000,1902,1960,34.267,134.667
13001,1902,1960,34.25,134.717
13002,1902,1960,34.467,134.85
13004,1902,1960,34.283,134.667
13005,1902,1960,34.333,134.9
13006,1902,1960,34.367,134.75
13007,1902,1960,34.333,134.7
4066,1902,1960,45.98,-123.92
4073,1902,1960,-14.3,-170.68
4075,1902,1960,-25.07,-130.1
4076,1902,1960,-18.133,178.427
4081,1902,1960,-12.069,-77.1668
4082,1902,1960,-9.083,-78.616
4083,1902,1960,-17,-72.117
4084,1902,1960,-15.36,-75.12
4085,1902,1960,-4.583,-81.283
4086,1902,1960,,
4087,1902,1960,13.95,122.23
4088,1902,1960,13.15,123.75
4089,1902,1960,11.25,125
4091,1902,1960,23,120.09
4092,1902,1960,23.97,121.613
4093,1902,1960,22.62,120.28
4094,1902,1960,25.15,121.75
4095,1902,1960,23.57,119.55
4097,1902,1960,48.75,-122.9
4098,1902,1960,48.547,-123.007
4099,1902,1960,46.95,-124.03
4100,1902,1960,46.3,-124.03
4102,1902,1960,46.7,-123.97
4103,1902,1960,46.68,-124.07
12878,1902,1960,35.733,140.833
12879,1902,1960,33.233,132.55
12880,1902,1960,32.917,132.65
12881,1902,1960,35.5,135.75
12882,1902,1960,35.65,136.25
12883,1902,1960,33.617,130.417
12884,1902,1960,33.917,130.817
13047,1902,1960,39.2,141.867
13048,1902,1960,40.167,141.85
13049,1902,1960,40.2,141.817
4023,1902,1960,27.925,-110.892
4025,1902,1960,24.162,-110.345
12960,1902,1960,43.2,140.867
4028,1902,1960,23.18,-106.42
12961,1902,1960,42.683,143.65
4030,1902,1960,16.1684,-95.1968
4031,1902,1960,25.6,-109.07
4033,1902,1960,1.984,-157.473
4035,1902,1960,13.433,144.65
4036,1902,1960,8.733,167.733
4037,1902,1960,-4.22,152.18
4039,1902,1960,-45.8143,170.6294
4041,1902,1960,-37.87,176.37
4048,1902,1960,-35.63,174.5
4050,1902,1960,-37.99,177.16
4054,1902,1960,-45.78,170.67
4057,1902,1960,-43.95,-176.56
4064,1902,1960,42.4,-124.42
13013,1902,1960,36.5,140.617
13014,1902,1960,36.333,140.583
13015,1902,1960,36.333,140.59
13016,1902,1960,36.283,140.567
13017,1902,1960,36.333,140.583
13018,1902,1960,36.833,140.8
13019,1902,1960,36.567,140.667
13020,1902,1960,36.067,140.617
13021,1902,1960,37.05,136.967
13022,1902,1960,39.35,141.933
13023,1902,1960,39.583,141.967
13024,1902,1960,39.35,141.917
13025,1902,1960,39.533,142.05
13027,1902,1960,39.533,142.033
13028,1902,1960,40.017,141.9
13029,1902,1960,39.317,141.917
13030,1902,1960,39.25,141.9
13031,1902,1960,39.65,142.017
13032,1902,1960,39.933,141.95
13033,1902,1960,39.2,141.9
13034,1902,1960,40.05,141.867
13035,1902,1960,39.6,141.967
13036,1902,1960,39.017,141.717
13037,1902,1960,39,141.617
13038,1902,1960,39.517,142.033
13039,1902,1960,39.65,141.983
13040,1902,1960,40.45,141.683
13041,1902,1960,39.267,141.883
13042,1902,1960,39.267,141.883
13043,1902,1960,39.6,141.95
13044,1902,1960,40.417,141.717
13045,1902,1960,39.5,142.017
13046,1902,1960,39.367,141.95
30525,1902,1960,-17.69,-149.305
13009,1902,1960,36.35,140.617
13010,1902,1960,36.85,140.8
13011,1902,1960,36.317,140.583
13012,1902,1960,36.383,140.633
30520,1902,1960,-17.54,-149.36
30521,1902,1960,-17.55,-149.34
30522,1902,1960,-17.57,-149.32
30523,1902,1960,-17.605,-149.3
30524,1902,1960,-17.62,-149.305
13219,1902,1960,38.317,141.05
13220,1902,1960,38.667,141.45
13221,1902,1960,38.9,141.65
13222,1902,1960,38.933,141.633
13223,1902,1960,38.567,141.45
13218,1902,1960,38.3,141.033
12860,1902,1960,35.75,140.867
12861,1902,1960,34.95,139.967
12862,1902,1960,35.383,140.4
12863,1902,1960,35.683,140.733
12865,1902,1960,35.167,139.833
12866,1902,1960,35.15,140.317
12867,1902,1960,35.383,139.917
12868,1902,1960,35.517,140.45
12869,1902,1960,34.9189,139.825
12870,1902,1960,35.7,140.833
12871,1902,1960,35.45,139.983
12874,1902,1960,35.45,140.4
12875,1902,1960,34.983,139.85
12876,1902,1960,35.7,140.85
12877,1902,1960,35.033,140.017
13008,1902,1960,36,140.667
3857,1902,1960,36.618,-121.917
3859,1902,1960,35.13,-120.63
3863,1902,1960,37.807,-122.465
3864,1902,1960,33.707,-118.273
3865,1902,1960,37.97,-122.52
3871,1902,1960,33.75,-118.25
3874,1902,1960,52.65,-129.48
13246,1902,1960,32.683,129.817
13247,1902,1960,32.7,129.85
13248,1902,1960,32.75,129.867
13249,1902,1960,33.15,129.717
13250,1902,1960,32.617,128.767
13251,1902,1960,33.583,131.25
13252,1902,1960,32.967,131.917
13253,1902,1960,33.25,131.683
13254,1902,1960,34.483,133.95
13255,1902,1960,26.55,128.033
13256,1902,1960,26.55,128.033
13257,1902,1960,24.8,125.283
13235,1902,1960,31.833,131.45
13236,1902,1960,31.9,131.45
13237,1902,1960,31.8,131.467
13238,1902,1960,32.667,131.817
13240,1902,1960,32.65,131.767
13241,1902,1960,32.05,131.5
13242,1902,1960,31.517,131.383
13243,1902,1960,32.5,131.683
13244,1902,1960,32.6,131.717
13245,1902,1960,31.75,131.483
13185,1902,1960,38.433,141.533
13186,1902,1960,38.4,141.283
13187,1902,1960,38.417,141.317
13188,1902,1960,38.417,141.3
13189,1902,1960,38.9,141.583
13190,1902,1960,38.833,141.6
13176,1902,1960,38.3,141.5
13177,1902,1960,38.4,141.6
13178,1902,1960,38.533,141.383
13179,1902,1960,38.517,141.467
13180,1902,1960,38.25,141.017
13181,1902,1960,38.65,141.483
13182,1902,1960,38.3,141.083
13183,1902,1960,38.717,141.533
13184,1902,1960,38.417,141.317
13225,1902,1960,38.867,141.667
13226,1902,1960,38.417,141.367
13227,1902,1960,38.417,141.367
13228,1902,1960,38.383,141.533
13229,1902,1960,38.167,140.967
13230,1902,1960,31.583,131.417
13231,1902,1960,31.883,131.467
13232,1902,1960,31.483,131.2
13233,1902,1960,32.433,131.667
13234,1902,1960,32.583,131.717
13204,1902,1960,38.517,141.467
13205,1902,1960,38.667,141.45
13206,1902,1960,38.583,141.5
13207,1902,1960,38.433,141.45
13208,1902,1960,38.45,141.45
13209,1902,1960,38.467,141.483
13210,1902,1960,38.817,141.583
13211,1902,1960,38.367,141.483
13212,1902,1960,38.65,141.45
13213,1902,1960,38.867,141.6
13214,1902,1960,38.95,141.633
13215,1902,1960,38.45,141.5
13216,1902,1960,38.6,141.533
13217,1902,1960,38.883,141.65
12857,1902,1960,41.083,141.25
12955,1902,1960,42.583,140.65
13083,1902,1960,39.6,141.967
13198,1902,1960,38.533,141.5
13296,1902,1960,35.633,139.767
18920,1902,1960,-36.72474,-73.10445
18921,1902,1960,-38.41018,-73.90506
12873,1902,1960,34.9,139.9
13323,1902,1960,33.55,135.9
13324,1902,1960,33.5,135.65
13325,1902,1960,34.183,135.167
13326,1902,1960,34.217,135.15
13327,1902,1960,34.217,135.15
13328,1902,1960,34.033,135.183
13329,1902,1960,33.617,135.933
13330,1902,1960,33.95,135.117
13331,1902,1960,34.033,131.583
13332,1902,1960,33.95,130.95
13333,1902,1960,33.95,131.25
13308,1902,1960,33.817,135.217
13309,1902,1960,34.267,135.067
13310,1902,1960,34.15,135.217
13311,1902,1960,34.117,135.15
13312,1902,1960,33.467,135.783
13313,1902,1960,33.883,135.15
13314,1902,1960,33.767,135.317
13315,1902,1960,34.083,135.117
13316,1902,1960,33.683,135.983
13317,1902,1960,34.1,135.15
13319,1902,1960,33.583,135.95
13320,1902,1960,33.733,135.367
13321,1902,1960,33.633,135.4
13322,1902,1960,34.133,135.167
13284,1902,1960,34.667,137.717
13285,1902,1960,33.617,134.367
13286,1902,1960,33.733,134.567
13287,1902,1960,33.733,134.55
13288,1902,1960,34.017,134.583
13289,1902,1960,34.017,134.6
13290,1902,1960,33.667,134.417
13291,1902,1960,34.183,134.617
13292,1902,1960,33.783,134.617
13293,1902,1960,33.867,134.65
13295,1902,1960,33.767,134.6
13297,1902,1960,33.133,139.8
13298,1902,1960,34.783,139.383
13299,1902,1960,35.65,139.767
13301,1902,1960,36.783,137.067
13302,1902,1960,36.767,137.117
13303,1902,1960,33.483,135.733
13304,1902,1960,33.5,135.6
13305,1902,1960,33.483,135.767
13306,1902,1960,33.85,135.167
13307,1902,1960,33.567,135.45
4053,1902,1960,-37.725,176.157
29738,1902,1960,-43.6058,172.7222
29739,1902,1960,-33.8,151.2667
3900,1902,1960,-33.6359,-78.831
30298,1902,1960,51.12,-127.28
30299,1902,1960,51.12,-127.53
30300,1902,1960,51.18,-127.42
30301,1902,1960,52.35,-131.17
30302,1902,1960,52.6,-128.52
3811,1902,1960,55.333,-131.633
30331,1902,1960,46.212,-123.971
30332,1902,1960,45.41,-123.93
3845,1902,1960,44.808,-124.063
4063,1902,1960,43.119,-124.408
30333,1902,1960,46.19,-123.83
32419,1902,1960,,
32420,1902,1960,,
32421,1902,1960,,
28951,1902,1960,-36.93,174.69
28950,1902,1960,-43.55,172.72
28954,1902,1960,-43.39,172.65
28955,1902,1960,-36.82,175.01
28957,1902,1960,-43.762,173.058
28958,1902,1960,-43.566,172.74
4070,1902,1960,-13.83,-171.767
29763,1902,1960,60.4,167.08
3844,1902,1960,41.7456,-124.184
28961,1902,1960,-43.69,172.9
28963,1902,1960,-40.3,176.61
28964,1902,1960,-43.651,172.817
30292,1902,1960,48.42,-123.37
30293,1902,1960,48.77,-123.45
30294,1902,1960,49,-125.35
30295,1902,1960,51.08,-126.88
30296,1902,1960,50.58,-126.93
30297,1902,1960,51.08,-127.25
4072,1902,1960,-27.15,-109.33
19586,1902,1960,,
3808,1902,1960,53.883,-166.533
3814,1902,1960,57.052,-135.342
3815,1902,1960,59.44,-135.33
3891,1902,1960,-38.367,-73.933
29766,1902,1960,54.5,168.09
